Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999
563,Conner Capel,0,2023,26,OAK,AL,32,86,73,6,19,14,5,0,0,3,5,3,12,25,.260,.372,.329,.701,104,24,1,1,0,0,0,97/HD,capelco01
564,Vinny Capra,0,2023,26,PIT,NL,9,21,18,3,3,2,1,0,0,1,0,0,2,5,.167,.250,.222,.472,31,4,0,0,1,0,0,/54H,capravi01
565,Curt Casali,0,2023,34,CIN,NL,40,96,80,8,14,12,2,0,0,6,0,0,11,23,.175,.290,.200,.490,36,16,1,2,3,0,0,2/35,casalcu01
566,Diego Castillo,0,2023,25,ARI,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,castidi02
567,Miguel Castro,0,2023,28,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,castrmi01
568,Andrew Chafin,0,2023,33,ARIMIL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,chafian01
569,Aroldis Chapman,0,2023,35,KCRTEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,chapmar01
570,Taylor Clarke,0,2023,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,clarkta01
571,Dylan Coleman,0,2023,26,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,colemdy01
572,Zack Collins,0,2023,28,CLE,AL,2,6,4,0,2,2,0,0,0,0,0,0,2,2,.500,.667,.500,1.167,236,2,0,0,0,0,0,/2,colliza01
573,Danny Coulombe,0,2023,33,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,couloda01
574,Colton Cowser,0,2023,23,BAL,AL,26,77,61,15,7,5,2,0,0,4,1,0,13,22,.115,.286,.148,.433,28,9,1,2,0,1,0,98/7H,cowseco01
575,Austin Cox,0,2023,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,coxau01
576,Kutter Crawford,0,2023,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,crawfku01
577,Tyler Cropley,0,2023,27,KCR,AL,2,7,6,0,1,1,0,0,0,1,0,0,0,2,.167,.143,.167,.310,-15,1,0,0,0,1,0,/2,croplty01
578,Pete Crow-Armstrong,0,2023,21,CHC,NL,13,19,14,3,0,0,0,0,0,1,2,2,3,7,.000,.176,.000,.176,-46,0,0,0,2,0,0,8/H,crowape01
579,Charlie Culberson,0,2023,34,ATL,NL,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,443,1,0,0,0,0,0,/DH,culbech01
580,Yonathan Daza,0,2023,29,COL,NL,24,80,74,8,20,14,6,0,0,7,1,0,3,13,.270,.304,.351,.655,69,26,5,1,1,1,0,8/H9,dazayo01
581,Isan Díaz,0,2023,27,DETSFG,ALNL,8,26,24,0,1,1,0,0,0,1,0,0,2,9,.042,.115,.042,.157,-54,1,0,0,0,0,0,/45H,diazis01
582,Alexis Díaz,0,2023,26,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazal03
583,Camilo Doval,0,2023,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,dovalca01
584,Jeter Downs,0,2023,24,WSN,NL,6,9,5,4,2,2,0,0,0,1,2,0,4,1,.400,.667,.400,1.067,207,2,0,0,0,0,0,/64H,downsje01
585,Daniel Duarte,0,2023,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duartda01
586,Nate Eaton,0,2023,26,KCR,AL,28,56,53,2,4,4,0,0,0,1,3,0,2,21,.075,.125,.075,.200,-42,4,0,1,0,0,0,7/H89D15,eatonna01
587,Cam Eden,0,2023,25,TOR,AL,5,6,6,1,1,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-7,1,0,0,0,0,0,/H7D,edenca01
588,Xavier Edwards,0,2023,23,MIA,NL,30,84,78,12,23,20,3,0,0,3,5,0,3,14,.295,.329,.333,.663,81,26,1,1,2,0,0,4/H8D,edwarxa01
589,Adam Engel,0,2023,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,0,1,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8H7,engelad01
590,Buck Farmer,0,2023,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,farmebu01
591,Caleb Ferguson,0,2023,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ferguca01
592,José Fermín,0,2023,24,STL,NL,21,61,51,2,12,11,1,0,0,4,0,1,6,8,.235,.339,.255,.594,67,13,1,2,2,0,0,4/5HD,fermijo01
593,Estevan Florial,0,2023,25,NYY,AL,19,71,61,5,14,10,3,1,0,8,3,0,7,20,.230,.324,.311,.635,76,19,0,2,0,1,0,8/H,flories01
594,Clint Frazier,0,2023,28,CHW,AL,33,76,66,10,13,11,1,1,0,3,4,2,10,23,.197,.303,.242,.545,52,16,0,0,0,0,0,9H/78,frazicl01
595,Luis Frías,0,2023,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,friaslu01
596,Shintaro Fujinami,0,2023,29,BALOAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fujinsh01
597,Michael Fulmer,0,2023,30,CHC,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,fulmemi01
598,Cam Gallagher,0,2023,30,CLE,AL,56,149,143,6,18,12,6,0,0,7,0,0,4,46,.126,.154,.168,.322,-9,24,3,1,0,1,0,2,gallaca01
599,Ben Gamel,0,2023,31,SDP,NL,6,15,15,2,3,2,1,0,0,2,0,0,0,2,.200,.200,.267,.467,29,4,0,0,0,0,0,/7H9D,gamelbe01
600,Ian Gibaut,0,2023,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gibauia01
601,Kyle Gibson,0,2023,35,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gibsoky01
602,Logan Gillaspie,0,2023,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gillalo01
603,Kevin Ginkel,0,2023,29,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ginkeke01
604,Victor González,0,2023,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gonzavi02
605,Brusdar Graterol,0,2023,24,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gratebr01
606,Kendall Graveman,0,2023,32,CHWHOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,graveke01
607,Jon Gray,0,2023,31,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,grayjo02
608,Zack Greinke,0,2023,39,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,greinza01
609,Vaughn Grissom,0,2023,22,ATL,NL,23,80,75,5,21,17,3,1,0,9,0,1,2,15,.280,.313,.347,.659,78,26,2,2,0,1,0,6/4H,grissva01
610,Dalton Guthrie,0,2023,27,PHI,NL,23,28,24,4,4,3,1,0,0,0,0,0,3,7,.167,.286,.208,.494,40,5,0,1,0,0,0,7/8H95,guthrda01
611,Josh Hader,0,2023,29,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,haderjo01
612,DL Hall,0,2023,24,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,halldl01
613,Caleb Hamilton,0,2023,28,BOS,AL,4,6,5,0,0,0,0,0,0,0,0,0,1,5,.000,.167,.000,.167,-49,0,0,0,0,0,0,/2,hamilca01
614,Billy Hamilton,0,2023,32,CHW,AL,3,2,2,2,0,0,0,0,0,0,2,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H9,hamilbi02
615,David Hamilton,0,2023,25,BOS,AL,15,39,33,2,4,2,2,0,0,0,2,1,6,10,.121,.256,.182,.438,22,6,1,0,0,0,0,6/4H,hamilda03
616,Adam Haseley,0,2023,27,CHW,AL,28,39,36,6,8,6,2,0,0,2,1,0,3,8,.222,.282,.278,.560,54,10,1,0,0,0,0,9/H87D,haselad01
617,Taylor Hearn,0,2023,28,ATLKCRTEX,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hearnta01
618,Jonathan Heasley,0,2023,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,heasljo01
619,Tyler Heineman,0,2023,32,PITTOR,ALNL,22,47,38,5,9,7,1,1,0,3,1,0,8,8,.237,.383,.316,.699,98,12,0,1,0,0,0,2/H,heinety01
620,Ryan Helsley,0,2023,28,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,helslry01
621,Yonny Hernández,0,2023,25,LAD,NL,14,27,22,5,3,2,1,0,0,4,0,0,2,8,.136,.231,.182,.413,14,4,0,1,1,1,0,/4H51,hernayo02
622,Carlos Hernández,0,2023,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hernaca04
623,Iván Herrera,0,2023,23,STL,NL,13,44,37,6,11,9,2,0,0,4,0,0,5,11,.297,.409,.351,.760,112,13,1,2,0,0,0,2,herreiv01
624,José Herrera,0,2023,26,ARI,NL,41,120,101,15,21,16,5,0,0,7,1,0,13,30,.208,.296,.257,.553,54,26,2,0,5,1,0,2/1H,herrejo04
625,Derek Hill,0,2023,27,WSN,NL,13,50,47,3,8,7,1,0,0,1,1,0,3,11,.170,.220,.191,.411,16,9,0,0,0,0,0,8,hillde01
626,Bryan Hoeing,0,2023,26,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hoeinbr01
627,TJ Hopkins,0,2023,26,CIN,NL,25,44,41,7,7,7,0,0,0,1,1,0,2,17,.171,.227,.171,.398,10,7,1,1,0,0,0,H/9D7,hopkitj01
628,Cooper Hummel,0,2023,28,SEA,AL,10,26,23,2,2,1,1,0,0,0,1,0,2,9,.087,.192,.130,.323,-6,3,1,1,0,0,0,/DH79,hummeco01
629,Tommy Hunter,0,2023,36,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hunteto02
630,Drey Jameson,0,2023,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jamesdr01
631,Kenley Jansen,0,2023,35,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,janseke01
632,Bryce Jarvis,0,2023,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jarvibr01
633,Joe Jiménez,0,2023,28,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jimenjo02
634,Pierce Johnson,0,2023,32,ATLCOL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,johnspi01
635,Jahmai Jones,0,2023,25,MIL,NL,7,11,10,2,2,1,1,0,0,3,1,0,1,5,.200,.273,.300,.573,58,3,0,0,0,0,0,/DH4,jonesja08
636,Jakob Junis,0,2023,30,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,junisja01
637,Connor Kaiser,0,2023,26,COL,NL,3,4,4,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6H,kaiseco01
638,Karl Kauffmann,0,2023,25,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kauffka01
639,Anthony Kay,0,2023,28,CHCNYM,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kayan01
640,Buddy Kennedy,0,2023,24,ARI,NL,10,29,24,1,4,3,1,0,0,1,0,0,4,6,.167,.310,.208,.519,47,5,0,1,0,0,0,/5HD4,kennebu01
641,John King,0,2023,28,STLTEX,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kingjo01
642,Taylor Kohlwey,0,2023,28,SDP,NL,5,13,13,0,2,2,0,0,0,0,0,0,0,5,.154,.154,.154,.308,-13,2,0,0,0,0,0,/79DH,kohlwta01
643,Mark Kolozsvary,0,2023,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2,kolozma01
644,Ryan Kreidler,0,2023,25,DET,AL,11,18,18,2,2,2,0,0,0,0,0,0,0,7,.111,.111,.111,.222,-38,2,0,0,0,0,0,/456DH,kreidry01
645,Alex Lange,0,2023,27,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,langeal01
646,Tommy La Stella,0,2023,34,SEA,AL,12,24,21,2,4,3,1,0,0,2,0,0,3,5,.190,.292,.238,.530,53,5,0,0,0,0,0,/DH,lasteto01
647,Derek Law,0,2023,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawde01
648,Jordan Lawlar,0,2023,20,ARI,NL,14,34,31,2,4,4,0,0,0,0,1,1,2,11,.129,.206,.129,.335,-5,4,0,1,0,0,0,6/H,lawlajo01
649,Justin Lawrence,0,2023,28,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawreju01
650,Mark Leiter Jr.,0,2023,32,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,leitema02
651,Sandy León,0,2023,34,TEX,AL,21,44,41,4,6,4,2,0,0,4,0,0,1,20,.146,.186,.195,.381,4,8,2,1,1,0,0,2/1H,leonsa01
652,Josh Lester,0,2023,28,BAL,AL,11,23,22,0,4,4,0,0,0,4,0,0,1,7,.182,.217,.182,.399,15,4,1,0,0,0,0,/3HD159,lestejo02
653,Luke Little,0,2023,22,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,littllu01
654,Nick Loftin,0,2023,24,KCR,AL,19,68,62,10,20,14,5,1,0,10,2,0,4,12,.323,.368,.435,.803,121,27,0,1,0,1,0,/345DH,loftini01
655,Irving López,0,2023,28,STL,NL,5,12,11,0,0,0,0,0,0,1,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,1,0,/54H,lopezir01
656,Alejo López,0,2023,27,CIN,NL,1,2,2,1,1,0,1,0,0,1,0,0,0,1,.500,.500,1.000,1.500,290,2,0,0,0,0,0,/4,lopezal03
657,Marco Luciano,0,2023,21,SFG,NL,14,45,39,4,9,6,3,0,0,0,1,0,6,17,.231,.333,.308,.641,80,12,0,0,0,0,0,6/D,luciama01
658,Nathan Lukes,0,2023,28,TOR,AL,29,31,26,4,5,3,1,1,0,2,0,0,4,9,.192,.290,.308,.598,67,8,1,0,0,1,0,9H/D78,lukesna01
659,Bligh Madris,0,2023,27,HOU,AL,12,30,26,4,4,3,1,0,0,0,0,0,4,7,.154,.267,.192,.459,31,5,0,0,0,0,0,/HD317,madribl01
660,Drew Maggi,0,2023,34,PIT,NL,3,6,6,1,2,1,1,0,0,1,0,0,0,1,.333,.333,.500,.833,124,3,0,0,0,0,0,/5HD,maggidr01
661,Seth Martinez,0,2023,28,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martise01
662,Chris Martin,0,2023,37,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martich02
663,Mark Mathias,0,2023,28,PITSFG,NL,27,72,62,6,14,12,2,0,0,6,3,0,10,15,.226,.333,.258,.591,66,16,4,0,0,0,0,4/H9D,mathima01
664,Phil Maton,0,2023,30,HOU,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,matonph01
665,Tim Mayza,0,2023,31,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mayzati01
666,James McArthur,0,2023,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcartja01
667,Mason McCoy,0,2023,28,TOR,AL,6,1,1,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6H,mccoyma01
668,Scott McGough,0,2023,33,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcgousc01
669,Austin Meadows,0,2023,28,DET,AL,6,21,21,0,5,4,1,0,0,2,0,0,0,3,.238,.238,.286,.524,43,6,0,0,0,0,0,/79H,meadoau01
670,Wade Meckler,0,2023,23,SFG,NL,20,64,56,6,13,12,1,0,0,4,0,0,6,25,.232,.328,.250,.578,64,14,0,2,0,0,0,8/H7,mecklwa01
671,Óscar Mercado,0,2023,28,STL,NL,20,32,31,3,9,6,3,0,0,5,2,1,1,4,.290,.313,.387,.700,90,12,0,0,0,0,0,/978DH,mercaos01
672,Julian Merryweather,0,2023,31,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,merryju01
673,Shelby Miller,0,2023,32,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,millesh01
674,Calvin Mitchell,0,2023,24,PIT,NL,2,5,4,0,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,-38,0,0,0,0,0,0,/9H,mitchca01
675,Rafael Montero,0,2023,32,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,montera01
676,Jovani Morán,0,2023,26,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,moranjo01
677,Taylor Motter,0,2023,33,STL,NL,29,82,76,3,13,10,3,0,0,2,0,0,5,31,.171,.232,.211,.442,23,16,0,1,0,0,0,45/6H39D,motteta01
678,Andrés Muñoz,0,2023,24,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,munozan01
679,Penn Murfee,0,2023,29,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,murfepe01
680,James Naile,0,2023,30,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,naileja01
681,Tyler Naquin,0,2023,32,CHW,AL,5,8,8,0,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7H9,naquity01
682,Andrew Nardi,0,2023,24,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nardian01
683,Kyle Nelson,0,2023,26,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nelsoky01
684,Héctor Neris,0,2023,34,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nerishe01
685,Tomás Nido,0,2023,29,NYM,NL,22,61,56,5,7,7,0,0,0,1,0,0,2,18,.125,.153,.125,.278,-22,7,2,0,2,1,0,2/H,nidoto01
686,Brian O'Keefe,0,2023,29,SEA,AL,8,21,19,0,2,0,2,0,0,2,0,0,2,7,.105,.190,.211,.401,14,4,2,0,0,0,0,/2H,okeefbr01
687,Chris Okey,0,2023,28,LAA,AL,2,2,2,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2,okeych01
688,Jonathan Ornelas,0,2023,23,TEX,AL,8,8,7,2,1,1,0,0,0,0,0,0,0,4,.143,.250,.143,.393,12,1,0,1,0,0,0,/65H,orneljo01
689,Joey Ortiz,0,2023,24,BAL,AL,15,34,33,4,7,6,1,0,0,4,0,0,0,9,.212,.206,.242,.448,26,8,2,0,0,1,0,/456H,ortizjo06
690,Chris Owings,0,2023,31,PIT,NL,10,25,25,0,4,4,0,0,0,0,0,0,0,12,.160,.160,.160,.320,-12,4,1,0,0,0,0,6/18,owingch01
691,Kevin Padlo,0,2023,26,LAA,AL,3,8,8,1,1,0,1,0,0,0,0,0,0,0,.125,.125,.250,.375,-2,2,1,0,0,0,0,/35,padloke01
692,Emilio Pagán,0,2023,32,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,paganem01
693,Kyren Paris,0,2023,21,LAA,AL,15,46,40,4,4,4,0,0,0,1,3,0,4,17,.100,.200,.100,.300,-14,4,0,1,1,0,0,/648HD,parisky01
694,Everson Pereira,0,2023,22,NYY,AL,27,103,93,6,14,10,4,0,0,10,4,0,8,40,.151,.233,.194,.427,20,18,1,2,0,0,0,7,pereiev01
695,Cionel Pérez,0,2023,27,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,perezci01
696,Michael Pérez,0,2023,30,NYM,NL,3,8,8,1,4,3,1,0,0,0,0,0,0,1,.500,.500,.625,1.125,209,5,0,0,0,0,0,/2,perezmi03
697,Roberto Pérez,0,2023,34,SFG,NL,5,17,15,0,2,2,0,0,0,1,0,0,2,6,.133,.235,.133,.369,7,2,0,0,0,0,0,/2,perezro02
698,Nick Pivetta,0,2023,30,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pivetni01
699,Ryan Pressly,0,2023,34,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pressry01
700,Juniel Querecuto,0,2023,30,STL,NL,9,21,20,2,2,1,1,0,0,0,0,0,1,6,.100,.143,.150,.293,-19,3,0,0,0,0,0,/534H,quereju01
701,Cole Ragans,0,2023,25,KCRTEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raganco01
702,Brooks Raley,0,2023,35,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raleybr01
703,Henry Ramos,0,2023,31,CIN,NL,23,86,74,9,18,14,3,1,0,5,2,1,11,21,.243,.349,.311,.660,80,23,2,1,0,0,0,9/D7H,ramoshe01
704,Matt Reynolds,0,2023,32,CIN,NL,2,5,5,1,1,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,9,1,0,0,0,0,0,/53,reynoma03
705,Víctor Robles,0,2023,26,WSN,NL,36,126,107,15,32,26,5,1,0,8,8,1,11,18,.299,.385,.364,.750,110,39,3,4,4,0,0,8,roblevi01
706,Brayan Rocchio,0,2023,22,CLE,AL,23,86,81,9,20,14,6,0,0,8,0,0,4,27,.247,.279,.321,.600,68,26,4,0,0,1,0,6/5H,rocchbr01
707,José Rodríguez,0,2023,22,CHW,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/4H,rodrijo09
708,Taylor Rogers,0,2023,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerta01
709,Tyler Rogers,0,2023,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerty01
710,Jordan Romano,0,2023,30,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romanjo03
711,JoJo Romero,0,2023,26,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romerjo01
712,Michael Rucker,0,2023,29,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruckemi01
713,Darin Ruf,0,2023,36,MILSFG,NL,20,57,49,3,11,8,3,0,0,3,0,0,8,16,.224,.333,.286,.619,74,14,0,0,0,0,0,D/H3,rufda01
714,José Ruiz,0,2023,28,ARICHW,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruizjo01
715,Blake Rutherford,0,2023,26,WSN,NL,16,36,35,4,6,6,0,0,0,2,0,0,1,10,.171,.194,.171,.366,3,6,1,0,0,0,0,7/H,ruthebl01
716,César Salazar,0,2023,27,HOU,AL,13,19,18,1,2,2,0,0,0,0,0,0,1,6,.111,.158,.111,.269,-23,2,1,0,0,0,0,/2H,salazce01
717,Cole Sands,0,2023,25,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sandsco01
718,Tony Santillan,0,2023,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,santito01
719,Tayler Saucedo,0,2023,30,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sauceta01
720,Josh Sborz,0,2023,29,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,sborzjo01
721,Jonathan Schoop,0,2023,31,DET,AL,55,151,136,15,29,21,8,0,0,7,0,0,13,37,.213,.278,.272,.550,53,37,6,0,0,2,0,45H/16D,schoojo01
722,John Schreiber,0,2023,29,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,schrejo01
723,Tayler Scott,0,2023,31,BOSLADOAK,ALNL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,scottta02
724,Chandler Seagle,0,2023,27,SDP,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/DH,seaglch01
725,Brian Serven,0,2023,28,COL,NL,11,23,23,0,3,2,1,0,0,1,0,0,0,10,.130,.130,.174,.304,-22,4,0,0,0,0,0,2/HD,servebr01
726,Paul Sewald,0,2023,33,ARISEA,ALNL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
727,Braden Shewmake,0,2023,25,ATL,NL,2,4,4,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6,shewmbr01
